id,created_at,favorite_count,retweet_count,sentiment,change
1253045936005111809,2020-04-22,14903,2153,0.4375,5.6259919999999966
1253042868270149632,2020-04-22,36490,3970,-0.07999999999999999,5.6259919999999966
1253035944539652096,2020-04-22,4297,711,0.13636363636363635,5.6259919999999966
1252959401901559808,2020-04-22,10599,1165,0.13636363636363635,5.6259919999999966
1252950587446099969,2020-04-22,42417,5921,1.0,5.6259919999999966
1252344682807353344,2020-04-20,8044,979,0.5,2.7320100000000025
1251190731949015040,2020-04-17,2804,211,-0.16666666666666666,-3.6779940000000124
1251190726987218944,2020-04-17,3624,379,0.11666666666666667,-3.6779940000000124
1251190725741408257,2020-04-17,6011,637,0.5,-3.6779940000000124
1247974402739724288,2020-04-08,27763,4264,0.375,-1.0719979999999936
1247598934102388736,2020-04-07,11365,1278,0.28250000000000003,0.0899959999999993
1243605680449130497,2020-03-27,10836,1599,0.5,1.8720019999999948
1240311120939765760,2020-03-18,12517,1273,0.375,-5.555999999999997
1240285435722706945,2020-03-18,8373,720,0.22777777777777777,-5.555999999999997
1240254931338031105,2020-03-18,25801,3419,0.575,-5.555999999999997
1238610287256723456,2020-03-13,4429,372,-0.16666666666666666,-9.676002999999994
1238610282550714369,2020-03-13,15197,1467,0.25,-9.676002999999994
1238610281581785088,2020-03-13,9818,817,0.5,-9.676002999999994
1238288752394592257,2020-03-13,10482,1340,0.0625,-9.676002999999994
1236035557785923585,2020-03-06,9934,1374,0.08,2.6959990000000005
1236032064060715008,2020-03-06,5504,773,0.125,2.6959990000000005
1234552008931041282,2020-03-02,3956,409,0.26666666666666666,6.47199999999998
1234552008150900736,2020-03-02,7249,848,0.5166666666666667,6.47199999999998
1233502921469370368,2020-02-28,22104,2855,0.15,7.658004999999989
1233080514694668288,2020-02-27,2896,263,0.25,-10.199996999999996
1233080513516077058,2020-02-27,17551,1630,-0.08333333333333333,-10.199996999999996
1228325902527823872,2020-02-14,3839,356,0.04166666666666667,2.5619970000000194
1228325869539610627,2020-02-14,5753,636,0.06666666666666665,2.5619970000000194
1227339210945777665,2020-02-11,18090,2401,0.8,1.1180109999999956
1225124647391227905,2020-02-05,15404,1797,-0.25,-17.711991000000012
1222537702358171648,2020-01-29,26744,3407,0.625,1.0599979999999931
1222532797501296640,2020-01-29,24755,2130,0.2569444444444445,1.0599979999999931
1222524045352001536,2020-01-29,3839,249,0.2,1.0599979999999931
1222523792699748355,2020-01-29,44755,5814,0.5,1.0599979999999931
1222522336143794177,2020-01-29,4734,421,0.18888888888888888,1.0599979999999931
1222518699279601664,2020-01-29,6657,2041,0.13636363636363635,1.0599979999999931
1222502438348808193,2020-01-29,5021,748,0.41818181818181815,1.0599979999999931
1221932844269752321,2020-01-27,5217,695,-0.2625,3.2059929999999923
1221799899848531969,2020-01-27,14490,1121,0.030555555555555548,3.2059929999999923
1219797735429279744,2020-01-22,26552,3240,0.5,-0.4659950000000066
1219723554243002368,2020-01-21,3662,320,0.11111111111111112,3.389999000000003
1218186938923905026,2020-01-17,19390,2718,-0.5,0.5779950000000014
1214574070978793476,2020-01-07,10103,834,0.2,1.5319969999999898
1214573048126492672,2020-01-07,4866,218,0.16666666666666666,1.5319969999999898
1214565304086364161,2020-01-07,4538,311,0.1,1.5319969999999898
1214493582964535296,2020-01-07,6748,699,0.1,1.5319969999999898
1214387122146177024,2020-01-07,27446,3857,0.625,1.5319969999999898
1214382097210605569,2020-01-07,2003,149,0.04545454545454545,1.5319969999999898
1214373802915708928,2020-01-07,3377,224,0.13333333333333333,1.5319969999999898
1214373450371891200,2020-01-07,35969,4508,0.5,1.5319969999999898
1214371882079645696,2020-01-07,5392,552,0.18888888888888888,1.5319969999999898
